tweet,label,created_at,id
haloo maaf aku baru balas enggak enggaaaa kipkreguler enggak pengaruh sama peluang lolos snbt kok soalnyaa kalau snbt kan tetap utama pakai skor utbk seleksi snbt amp kipk masing jadi lolos snbt enggak lolos kipk kak,positif,2024-04-02 20:39:07+00:00,846
haloo maaf aku baru baless huhu daftar kipk lolos snpmb sangat saran soal banyak kampus biasa enggak terima kak penuh buat snbpt makanya saran daftarr bareng sama daftar utbk,positif,2024-04-02 20:35:00+00:00,847
iya harus penting akun snpmb status daftar kipk,negatif,2024-04-02 20:32:31+00:00,848
banget mau daftar kipk enggak terus padahal login utbksnbt nik data dtks,positif,2024-04-02 17:14:54+00:00,849
mau paksa utbk uang buat bayar nya enggak anjayy ekonomi sangat turun barusan ngelengkapi biodata kipk eh baru engah kalau nik akun snpmb sama nik akun kipk beda jadi enggak sinkron,positif,2024-04-02 15:36:46+00:00,850
enggak dapetnya gol biasa kak kalau enggak salah kak mungkin teman teman kipk bantu jawab soal aku kurang tau,positif,2024-04-02 15:08:45+00:00,851
gaiss mau tanya dong vokasi ui pakai kipk enggak terima kasih,positif,2024-04-02 15:00:43+00:00,852
allah kipk gue cair akhir,positif,2024-04-02 14:51:33+00:00,853
mahasiswa kipk unej kalian punya akun btn mobile enggak punya spill cara coba beberapa kali,positif,2024-04-02 14:48:19+00:00,854
halo kak izin jawab kemarin aku nemenin temenku konsultasi bk pertanyaanya sama kayak kakak tanya jawab enggak kalo terima universitas daftar kip tetap kipk seleksi universitas dulu kak moga bantu semangat kak,positif,2024-04-02 14:17:52+00:00,855
hidup pengin jadi tangan bawah baik kerja suatu duduk posisi eselon jangan malah harap pengin kipk kipk golong miskin hasil tiap bulan enggak pns mah jelas tiap bulan,positif,2024-04-04 23:04:03+00:00,856
ptn teman mau tanya dong kalau kipk tulis daftar kok tetap bayar utbk nya bagaimana,positif,2024-04-04 22:50:00+00:00,857
sinkron kipk pastiin data kipk sama akun snpmb,positif,2024-04-04 22:16:02+00:00,858
ptn guyssss helpppp kalau deh daftar utbk tahap akhir kait kipk enggak,positif,2024-04-04 22:15:00+00:00,859
kamu simpan seleksi kipk,negatif,2024-04-04 22:09:27+00:00,860
tau enggak padahal aku daftar kipk nya cuma pas mau daftar utbk enggak daftar,positif,2024-04-04 22:00:26+00:00,861
ptn halo tau enggak jadi aku daftar kipk pas aku mau coba daftar utbk aku malah daftar terima kasih,positif,2024-04-04 22:00:01+00:00,862
kalo tau rumah tangga enggak punya brang harga bayar kuliah enggak sambi kerja terima kipk nabung hidup pakai uang kipk tabung uang hasil kerja kalo cuma ngadelin kipk enggak bakal nabung kalo cuma ngandelin kerja enggak bakal nabung,positif,2024-04-04 19:31:59+00:00,863
kalo registrasi snpmb terus mau buat kipk enggak solusi apa ngomong-ngomong aku gapyear sedih banget kalo kudu gapyear,positif,2024-04-04 18:08:44+00:00,864
sih kalau kampus unair kan kipk golong sekarang kipk akhir enggak semua bakal lolos kipk sebut aku kaum middle class tentu susah kipk aku enggak lolos kipk malah,negatif,2024-04-04 17:51:28+00:00,865
yess inti hidup prihatin dulu lah mau bagaimana kan kuliah kipk kan bantu jadi baik jangan colok bagaimana walopuuun mungkin memang mampu hasil kerja sendiri kok prihatin lama kuliah habis mau foya bebasss,positif,2024-04-04 17:45:08+00:00,866
iya kak sesuai apa aku mention cuma buat muasin ingin sedih sih kalau mikir enggak kipk kalah sama orang kayak walaupun sama sama butuh kipk lebih bijak,negatif,2024-04-04 17:42:15+00:00,867
kalau kirim orang tua kak keep mind terima kipk enggak cuma orang benar susah middle class gaji orang tua pas pas ukt gede gamampu bayar kipk tutup,negatif,2024-04-04 17:40:55+00:00,868
hai hai betul thread kamu lewat tl aku aku nitip doa enggak moga aku lulus snbt kipk jurus jurus aku nama aku hanifa zahra makasiiii banyak,positif,2024-04-04 17:21:28+00:00,869
heyyy sinkronisasi dulu akun kipk nya,positif,2024-04-04 17:04:50+00:00,870
awal enggak daftar kipk beasiswa banyak sih pintar pintar cari info nder,positif,2024-04-06 23:07:49+00:00,871
enggak lah kapai panjang kalau masalah faktor enggak punya uang buat daftar enggak persiapin jauh hari enggak usah bilang ah kamu enggak tau kondisi ekonomi orang bro kalang tengah bawah daftar kipk alhamdulillah,negatif,2024-04-06 22:38:32+00:00,872
apa apa nemu akt anak kipk pakai iphone,negatif,2024-04-06 21:14:01+00:00,873
kuliah pakai kipk enggak pernah nongkrong umur umur sama teman kuliah lama tahun sudah tiktok memang duduk,positif,2024-04-06 20:56:46+00:00,874
kipk kan buat mahasiswa kurang mampu nah kalau misal keluarga asih biaya cuma tempat tinggal terus gaboleh kipk buat menuhin butuh hari hari,negatif,2024-04-06 18:26:05+00:00,875
lah bagaimana sih sasar kipk tuh apa orang bayar kost enggak buat makan tuh gaboleh kipk apa bagaimana sebneernya lawak banget,negatif,2024-04-06 18:24:15+00:00,876
lah kejar syarat kipk enggak putus bangun dana darurat sama income tuh bagaimana sampenya kalau memang prioritas kejar kipk justru pasif income jalan baik lah,positif,2024-04-06 18:23:12+00:00,877
betul teman kipk and mostly memang gadikasi uang jajan except uang kos uang kip buat menuhin butuh sendiri but butuh enggak abrek satu waktu kan justru malah bagus lah kalau bagi diinvest duit tetap segitu doang parttime,negatif,2024-04-06 18:20:57+00:00,878
enggak kipk juta tuh hampir bulan,positif,2024-04-06 16:53:19+00:00,879
nder daftar utbk tuh kasih tau jauh hari bahkan bulan kalo memang niat utbk enggak lewat ekonomi memang benar niat kok nabung tahun lalu uang daftar lebih sekarang kalo daftar kipk gratis utbk nya,positif,2024-04-06 16:08:29+00:00,880
sedih banget tiap enggak mampu bantu teman sulit makan biaya kuliah rasa marah selalu mikir harus perintah bantu duit negara banyak kemanain sih tau pakai sama orang enggak tau diri hidup nya hedon tetap rakus duit kipk,negatif,2024-04-06 15:37:48+00:00,881
bilang uang kipk juta sekian paspasan banget wkwkw miris sih padahal orang survive bulan cuma include makan kuota lain makin enggak pakai lauk mandi pakai sunlight saking enggak uang beli sabun kata juta pas pas,negatif,2024-04-06 15:33:17+00:00,882
orang disiplin kelah orang sengaret nder umum daftar snbt lama banget kasih tau harus kalau memang niat daftar disiapin dong baik finance kipk free pilih jurus portofolio lain,positif,2024-04-06 15:15:17+00:00,883
oknum maksud tuh kipk tiap minggu opiuci kipk ngekost apart kipk ganti hp tiap apple keluar produk baru kipk libur semester luar negeri kamu enggak kalo enggak enggak usah rasa kemarin bahas enggak lebar,positif,2024-04-08 23:45:58+00:00,884
kan bahas kemarin kipk salahgunakan buat hedon jir kalo kipknya tepat sasar mah enggak jadi masalah atuh kalo kamu memang butuh enggak laku penyalahgunaan yaudah weh ulah ngarasa dah arti bukan kamu enggak benci semua anak kipk cuman gasuka oknum,negatif,2024-04-08 23:45:57+00:00,885
aku enggak pakai kipk kalau lihat twt soal anak kipk julidin bahkan omong macam macam gara gara hp bagus padahal kerja pagi malam biar memenuhin butuh kan jadi kasihan,negatif,2024-04-08 23:07:35+00:00,886
kalau misal kalian rasa terima kipk bukan harus nya enggak lapor kampus julidin,negatif,2024-04-08 23:05:12+00:00,887
tadi twt lewat tl bahas kipk jujur kadang sedih dengar anak kipk kena julid pakai hp bagus makan enak kadang mikir memang kalau pakai kipk terus punya hp bagus mungkin kerja pagi malam terus nabung biar beli hp bagus makan enak,positif,2024-04-08 23:03:34+00:00,888
senggol mampuu kipk nder kan siapa tau kondisi kayak kamu jadi lebih deserve terima kipk,negatif,2024-04-08 22:41:29+00:00,889
maaf sender kayak begini benar sadar enggak sih kalau banyak orang luar sana kondisi sama bahkan lebih susah sender enggak lanjut kuliah enggak kuota kipk akibat orangorang curang framing,positif,2024-04-08 22:40:39+00:00,890
memang gaboleh senang pakai duit kipk enggak atur tulis larang guna duit kipk sini nilai moral terap wila huky sociologist erti moral,positif,2024-04-08 22:31:15+00:00,891
jujur aku baru tahu unpad kipknya tolak tahun tahun aku daftar aku pernah dengar kabar mahasiswa kipknya tolak aku sempat kaget nyata orang tolak tahun aku mikirnya unpad ramah kipk,positif,2024-04-08 22:24:28+00:00,892
eh maaf nambahin dikit kalo kamu kerja buat beli barang kamu impi sah sah kok nder mungkin buat butuh kuliah kayak ukt lain sulit usaha jadi kamu andelin kipk buat,negatif,2024-04-08 22:05:25+00:00,893
hasil nabung hasil kerjamagang inti masyarakat geram kalo terima kipk gaya hidup tersier langit hak marah kuota buat orang lebih tepat terima kasih nder mau sharing dapat pov terima semangat kuliah,positif,2024-04-08 22:01:04+00:00,894
kaya sih otak enggak haha enggak penuh kualifikasi jadi mahasiswa padahal mah kipk bidikmisi kalau memang enggak mampu,positif,2024-04-08 21:59:11+00:00,895
nder terima kasih banyak deh mau share izin ikut speak up kena kipk sistematis kipk enggak sistematis omong soal tepat sasar jadi bolong orang terima jadi enggak terima balik,negatif,2024-04-08 21:51:37+00:00,896
nah kan kena garem kan kamu nder kalau memang kamu mampu yaudah lah kan sindir buat mampu miskin miskin biar kipk kurang kurang nder gampang panas hati,negatif,2024-04-08 21:38:02+00:00,897
kan memang enggak semua anak kipk kayak nder cuma oknum kalau kamu enggak rasa pakai uang kipk baik thats good maaf oknum kayak begini memang ingat masalah kayak enggak dikit jadi framing anak kipk,negatif,2024-04-08 21:37:51+00:00,898
siapa bela ybs sih justru dorong biar policy usut tuntas semua salah gunain kipk coba baca tweet full deh senang banget framing amp giring opini persis buzzer rezim anies menang enggak hilirisasibem ui dukung opmdirty vote gabener isi hoax,positif,2024-04-10 17:40:40+00:00,899
punya teman baru masuk kosan cerita sblumnya kosan wangsa bulan jet kayak wah soal kosan bulan cuma ribu pas tau kipk kayak,negatif,2024-04-10 15:48:06+00:00,900
whoever said mahasiswa nyalahgunain kipk dilaporin enggak usah diviralin girl sit tf out bcs im here for the drama,negatif,2024-04-10 15:46:23+00:00,901
kalau daftar kipk terus bagi rencana tinggal sama orang tua bakal uang biaya hidup enggak moga plis soal aku butuh pakai banget bukan buat beli hp ipong buat perlu kuliah ku beli,positif,2024-04-10 15:16:41+00:00,902
arti benar enggak harus dong lepas kipknya kalau anak terima kipk cukup finansial orang tua,negatif,2024-04-10 15:12:37+00:00,903
aman akun dilock soal jujur enggak paham bilang uang kipk cukup buat ngecover kostan kayak what,negatif,2024-04-10 14:40:30+00:00,904
enggak takut miskin terus apa dikit hura padahal ukt kipk,negatif,2024-04-10 13:42:54+00:00,905
untung banget kipk foto keluarga jadi punya foto keluarga,positif,2024-04-10 13:22:05+00:00,906
inti kalau memang mampu jangan apply kipk kalau tadi enggak mampu terus tibatiba alhamdulillah things turned around and lu have a stable enough income that pulled lu out of ada hidup eungap hidup sangat enak lepas kipknya and let those need have,positif,2024-04-10 12:52:23+00:00,907
sbnrnya keren amp punya income tunjang hidup menuhin lifestyle mahal kayak sih lihat tetap enggak etis cause i witnessed first hand kalo banyak mahasiswa literally eungap menuhin butuh kuliah enggak kipk bantu ukt lain,positif,2024-04-10 12:50:55+00:00,908
and couldve gone someone else who needs more tahan they banyak banget banget anjir orang kuliah tuh benar terseokseok kerja tetap mepet menuhin butuh kuliah amp primer enggak kipk meanwhile kipknya malah kasih orang kayak,positif,2024-04-10 12:49:18+00:00,909
gaakan ukt golong tinggi kalau kerja hidup penuh butuh tersier mudah arti harus buat bayar ukt butuh primer sbnrnya means they have gotten themselves out of the situation that makes them need kipk,negatif,2024-04-10 12:46:55+00:00,910
dasar hasil amat sekitar punya ip atas memang orang tua kayak msibkm hampir semua orang habis kamu beli kipk banyak prestasilomba kerja parttimefull lain,positif,2024-04-12 21:35:58+00:00,911
enggak tau teman gue bukan anak kipk kgk beli ipad pkenya laptop murah jadi enggak perlu sbnrnya,negatif,2024-04-12 20:42:42+00:00,912
memang android nder jujur ipad mnurutku butuh tersier banget aplg buat anak kipk kcuali kamu dkv orang lain butuh desain,negatif,2024-04-12 18:09:13+00:00,913
ngentot banget anak anak kipk laptop hp kendara outfitnya sangat fantastis calon koruptor masa depan good luck miskin,positif,2024-04-12 18:01:35+00:00,914
anjir cokkkk hp ip mobil motor bagus ngekos juta tahun rumah tingkat terima kipk cokkkkkkk ukt gratis kaya kayak lebih cocok aku anak guru serba pas begini enggak sih mending anjggg enggak terima banget,positif,2024-04-12 17:40:11+00:00,915
ipad sama laptop murah laptop asa ipad paling murah berapa sih haha sama kayak laptop acerasuslenovo gas jangan laptop gaming pilih kalo mau tetap pakai ipad siap sama dijulidin orang kok anak kipk beli ipad skripsi pakai ipad wkwkwkwk,positif,2024-04-12 16:32:50+00:00,916
buat memang butuh memang mepet nder angkat kipk kebel ipong benar enggak butuh orang tua biayain kos biaya hidup ukt tetap daftar kipk terus duit pakai hedon deh,positif,2024-04-12 15:46:47+00:00,917
saran jangan macbook nder bukan image kipk nya harga juta windows spek atas macbook kalau perlu enggak berat cukup banget,negatif,2024-04-12 14:53:48+00:00,918
tadi itung hitung uang bidikmisikipk mau ikut ukt kali biaya hidup kali uang bulan ayah kali asumsi bulantahun kuliah lama tahun uang kipk kipk ayah jos banget,negatif,2024-04-12 14:06:00+00:00,919
daftar sih daftar nama orang julid mah terus mau apa laku daftar kipk julid enggak daftar kipk julid kalau misal pengin aman sini iphonenya dituker sama redmi,positif,2024-04-14 22:45:25+00:00,920
daftar isi kipk daftar barang punya ipnya isi hibah pas kampus biasa bakal cek kipk seleksi kampus orang orang dapetnya layak enggak,positif,2024-04-14 15:20:18+00:00,921
apa nderr kan enggak semua kipk beli ip uang kipk memang kerja part time dibeliinn santai,positif,2024-04-14 14:52:42+00:00,922
biar nder kalau memang dihadiahin orang asal jangan kamu malah hedon gunain kipk nya kurang appropriatee,negatif,2024-04-14 14:50:29+00:00,923
sender daftar kipk hp sender iphone dibeliin saudara soal aku selalu bantuin takut banget julid terus lapor sender bagaimana hp belum jelek banget lot,negatif,2024-04-14 14:45:27+00:00,924
mjb kak arti kalau ppkb reguler kalau lolos pakai kipk kan,negatif,2024-04-14 14:44:18+00:00,925
izin tanya kak kalau ppkb ui sendiri kipk enggak,negatif,2024-04-14 14:38:53+00:00,926
enggak nder kipk kuota jadi saing lebih ketat kalau nilai pas daftar kipk mungkin bakal gagal kalah saing sama daftar kipk kalau nilai tinggi mah aman penting ajar dulu sekarang biar maksimalin nilai,positif,2024-04-14 14:35:41+00:00,927
bayar ukt mau gofood mikir banget jadi rasa gaadil banget haha kipk buat awat wajah bagai kocak,positif,2024-04-14 14:27:05+00:00,928
julidin anak kipk duit enggak kepake benar tuh nagih bgtastagfirullahtp kaya seru enggak abis hahaha buat beli barang elektronik overprice buat awat zap pakai ip series atas tiap hari minggu balik pakai bis ekse,positif,2024-04-14 14:24:16+00:00,929
memang iya setinggi apa skor kalo dftr pakai kipk enggak lolos,negatif,2024-04-14 13:30:00+00:00,930
halo teman teman ayo tukeran doaaa sekali aku mohon doa lulus kipk lanjut kuliah undur diri kampus,positif,2024-04-14 12:06:58+00:00,931
buat maba mau dftr kipkapa camaba mau masuk undip pakai kipk,positif,2024-04-14 11:33:07+00:00,932
mandiri daftar pakai kipk enggak utama surabaya,negatif,2024-04-16 23:55:58+00:00,933
google syarat terima kipk,positif,2024-04-16 14:17:41+00:00,934
kalau sekarang enggak wajib buat terima kipk bud sama memang mau minat,positif,2024-04-16 13:03:08+00:00,935
harus daftar kipk sih soal banyak ketrima snbp gara gara enggak daftar kipk terus saran kalau memang benar benar enggak kuat enggak usah paksa,negatif,2024-04-16 12:59:14+00:00,936
kata misal kamu tekad kuliah lebih mungkin pengin ptn ambil sama nah kamu usaha deh punya nilai bagus dapat beasiswa kipk pas kuliah kamu kerja kan sama tambah cari beasiswa buat ringan,positif,2024-04-16 12:08:35+00:00,937
ptn kalau daftar mandiri pakai kipk uang pangkal gratis apa bagaimana,negatif,2024-04-16 11:15:00+00:00,938
semua unair tahun kipk,negatif,2024-04-16 10:14:37+00:00,939
wkwkwkwk sama gue kipk tiap beli apa selalu was was,positif,2024-04-18 19:21:30+00:00,940
alternatifa groupnya banyak salur telepati buat sebarin infoinfo penting group per program group kipk group fokus discordnya banyak deh pokok,positif,2024-04-18 16:50:19+00:00,941
kartu serta snbt print out ukur kertas hvs af laminasi kartu serta kipk daftar kipk wajib diprint out kertas hvs ukur af bawa tes kartu identitas,positif,2024-04-18 15:13:03+00:00,942
bukan masalah enggak ciprat memang sadar bukan hak makanya enggak mau gaakan pikir aju kipk,negatif,2024-04-18 15:12:35+00:00,943
okay terimakasih banyak kak sempat beasiswa kipk info kak,positif,2024-04-18 15:04:15+00:00,944
masa gara anak kipk terus jadi enggak dandan,negatif,2024-04-18 13:53:26+00:00,945
mandiri unsoed enggak kipk,negatif,2024-04-18 13:50:17+00:00,946
halloo mau tanya dong jalur mandiri si prestasi akademik uny tuh uktnya sama kaya jalur snbp snbt enggak daftar kipk enggak,positif,2024-04-18 13:38:06+00:00,947
fakta banyak mahasiswa uktnya digit dekat kondisi ekonomi ngapngapan biasa anak pns golong bawah buat makan hemat hemat even sekali kerja part time gaya hidup sangat jauh lebih enas banding oknum terima kipk,positif,2024-04-18 13:35:48+00:00,948
aku koss soal kemarin sempat asramaa truss kata baru daftar juli diutamain buat anak kipk aku lupa detail jadi kayak takut enggak bagi deehh,positif,2024-04-18 13:33:54+00:00,949
uang kipk kalo kuliah tuh gede aku sama terima kipk aku swasta jadi kalo habis lmgsng aku buat bayar spp lumayan banget buat bayar spp bulan buat bayar ulang,positif,2024-04-20 23:58:16+00:00,950
kamu kipk kampus bawa hrv,positif,2024-04-20 23:56:55+00:00,951
anjir cok hp kalo mau ip enggak keluar baru bukan urgent banget mana enggak kipk kalau mau kan enggak pm njing sial ugm kok ngelolosin orang kayak kamu sih,negatif,2024-04-20 23:56:11+00:00,952
kalau hedon pasu copot dong kipk nya kasih benar butuh bela terima kipk mental miskin,negatif,2024-04-20 23:55:06+00:00,953
terus kalau kipk status jadi cuma kamu kapai ambil pantek literally banyak orang butuh kipkmu,negatif,2024-04-20 23:55:05+00:00,954
kamu terima bidikmisikipk lihat hedon xixi bela kaum kayak kamu selalu templatenya,positif,2024-04-20 23:54:11+00:00,955
kipk kan lihat rumah sama dapat orang tua seingetku dapat sendiri enggak diitung enggak tau sekarang kaya enggak diitung lihat kasus kayak begini lama rumah bobrok orang tua masuk kategori kurang mampu yaudah,negatif,2024-04-20 23:53:36+00:00,956
lah iphone bukan butuh tersier kerja apa enggak hp lebih murah iyahhh hedonn kalau mampu penuh butuh tersier mundur kipk banyaaak jauh lebih enggak mampu bahkan dar makan,negatif,2024-04-20 23:53:32+00:00,957
bks anak tengah dftr kipk pakai sktm kayak aku but enggak semua dftr kipk kelas tengah lolos sih nder kayak aku kemarin lolos bapak enggak intinyaa kalau enggak masuk dtks pakai sktm enggak dtks,negatif,2024-04-20 23:46:43+00:00,958
kadang heran jaman dulu terima bidikmisikipk makan kafe tiap hari lah aku makan nasi padang tunggu teman ulang tahun haha,positif,2024-04-20 23:44:33+00:00,959
kalau pakai sama benerbener hak kipk manfaat banget cuy aku contoh aku enggak ngebayangin kalau aku enggak lolos kipk aku ngerelain kuliah mamak bapak kerja keras berkalikali lipat buat bayar ukt plus biaya hidup,positif,2024-04-20 23:44:07+00:00,960
terima kipk enggak gembel poin utama kan kipk enggak tepat sasar nder,negatif,2024-04-20 23:43:24+00:00,961
nomboki mbok pikir ukt patungan bayar kampus wkwkwkk kipk bayar negara anggar bahkan misal ukt kalian asli juta masuk kipk tombok juta juta negara,positif,2024-04-22 23:48:49+00:00,962
orang kayak teman sender memang kaya doain diri sendiri biar benar susah deh tau diri anjing kalau punya duit malah kipk,negatif,2024-04-22 23:47:47+00:00,963
mungkin pikir sehat mental teman meski menyalahgunakan duit kipk buat lavish style tetap sehat mental jauh lebih penting kak,positif,2024-04-22 23:47:22+00:00,964
nder kapai ovt kalau kamu enggak buat salah memang kamu malsuin data pas ndaftar kalau enggak arti kamu memang hak terima kipk,positif,2024-04-22 23:46:52+00:00,965
lek kipk gek ngunu i po ra dadi korban paido kancane,negatif,2024-04-22 23:43:17+00:00,966
kalau terima kipk tepat sasar enggak perlu sembunyisembunyi kan kalian enggak salah,negatif,2024-04-22 23:41:06+00:00,967
tetap sesuai kuota anggar aju kalau memang alokasi anggar tahun sebut cuma nampung cuma ikut beasiswa lain semester minta ringan rektorat dana talang kipk,positif,2024-04-22 23:37:30+00:00,968
tambah enggak sih mekanisme update tahun bagaimana kondisi terima kipk kondisi ekonomi memang naik turun siapa tau entah beberapa tahun sih terima kipk tingkat ekonomi keluarga baik misal bisnismenang judi wkwkk,positif,2024-04-22 23:31:52+00:00,969
waduh bjir perlu parameter jelas tepat sasar apa lapor baik tabayyun dulu orang kalau memang se care kalian sama duit negara pakai orang kipk duit pajak kalean,positif,2024-04-22 23:28:40+00:00,970
sakit hati banget lihat orang foyafoya kipk waktu adek minta ringan jawab kan ortumu pns anjing pns anjir sadar lah gaji pns enggak berapa banding biaya kuliah enggak ngotak,positif,2024-04-22 23:27:50+00:00,971
sedih banget yujiem sender anak kipk cuma pakai jam tangan kemarin julid sama teman apa anak kipk enggak pakai,negatif,2024-04-22 23:26:01+00:00,972
banyak buzzer kipk ugm haha,positif,2024-04-22 22:33:18+00:00,973
masalah kipk mending diselesain battle royal royale rumble,negatif,2024-04-22 22:32:39+00:00,974
nder sodara sepupu aku kipk wkwkwkwk padahal bapak manager usaha punya mobil parkir blkg rumah guelu bayang deh gaji manager minimal mah juta tiap semester gonta ganti hp wlpun bukan ip ganti hp kan lumayan,positif,2024-04-22 22:19:36+00:00,975
kalau kamu kategori iphone butuh pokok fix fix mundur kamu terima kipk,negatif,2024-04-22 22:14:48+00:00,976
oiya nambahin aku benar malu nder orang orang non kipk fakultas jadi tau kalo aku terima kipk jadi takut beli barang barang baru turut apa nder lama barang kamu benar benar butuhin enggak mahal mahal habis uang kip,positif,2024-04-22 22:13:56+00:00,977
sekarang apa anak kipk pakai iphone hp nya ex inter limited provider gb,negatif,2024-04-22 22:11:19+00:00,978
uang saku bidikmisi kipk beda kak nominal,negatif,2024-04-22 22:09:24+00:00,979
yangg enggak ikut organisasi apa apa padahal janji terima kipk tulis jelas ttd materai kontribusi kampus fakultas kayak woi lah,negatif,2024-04-24 23:55:28+00:00,980
kalau butuh dasar tunjang kuliah mah apa asal beli sesuai butuh tanya kan kipk buat orang kurang mampu kok malah beli butuh tersier tanda mampu penuh butuh dasar,negatif,2024-04-24 23:52:48+00:00,981
sering nongkrong dua anak sama sama terima kipk,positif,2024-04-24 23:50:42+00:00,982
salah satu awardee kipk pernah wawancara nerapin self reward nyambi proyek dosen self rewardnya tonton bioskop soal sisa duit buat kirim kampung bantuik ukt adeknya,negatif,2024-04-24 23:45:07+00:00,983
fkg ui ukt kipk memang alternatifa dong,positif,2024-04-24 23:39:43+00:00,984
mbb kak ikut seleksi kipk susul kak,negatif,2024-04-24 23:37:59+00:00,985
harus sih golong i sih kalau rincian hasil keluar segitu aku enggak kipk,negatif,2024-04-24 23:04:49+00:00,986
inti buat guna kipk kalau kalian mau punya gaya hedonisme anggap mampu enggak usah daftar kipk,positif,2024-04-24 21:17:08+00:00,987
iya tau sipaling effort minimal kali effort dikit lihat rep coba lihat berapa banyak salah paham kriteria kipk enggak usah jauh deh postingan katai orang utama verifikasi belakang kan eh kalo duit baru gercep yhh cari info,negatif,2024-04-24 17:56:07+00:00,988
isu kipk cuat loh mbak hati hati kalau mau hedon,positif,2024-04-24 17:45:30+00:00,989
ih kok beli mineral enggak bawa sendiri rumah kan kipk ditmawaaa ditmawaaa,positif,2024-04-24 17:32:46+00:00,990
hai aku mau nitip doa hehee doa aku moga tahun jodoh psikologi ubpebasis ub lewat jalur snbtutbk lolos kipk belum terima kasih banyaakk moga rejeki kamu lancar terus mudah apa urus kamu sama allah swt stay healthy,positif,2024-04-24 17:29:33+00:00,991
enggak usah lebih jahat lebih jahat nder entar kipk bodong rasa aman,negatif,2024-04-24 17:13:41+00:00,992
bagaimana nder aku deh speak up this problem tahun kemarin but bcs kurang attention amp julid sama tindak jadi mikir kalau lama enggak up gara banyak terima kipk amp circle dukung anak korup nggilani miskin benar kamu waktu dekatmasdep,negatif,2024-04-24 17:08:59+00:00,993
beberapa perlu kritisi memang misal verifikasi kait orang duga nyelewengkan dana perlu valid dulu enggak dar up base sisi anak kipk sendiri kadang kurang sadar kalau beberapa orang trust issue sama isu seleweng dana,positif,2024-04-24 16:56:13+00:00,994
gue sih gue biasa bahas gosip perkara teman gue pakai kipk beli iphone seri paling baru makan resto mewah tiap minggu,negatif,2024-04-26 23:55:52+00:00,995
terus bagaimana teman kak jujur aku bingung banget ngisi foto rumah kalau segi rumah sih lumayan cuman kalau ekonomi kurang takut nya enggak lolos kipk rumah soal aku baca beberapa kampus enggak wawancara cuman lihat berkas,positif,2024-04-26 17:09:31+00:00,996
lebih urgent enggak soale aku aku casenya beli tab sangat urgent harga sangat jangkau aku enggak kipk laptop lama lemott banget memori hpku full enggak maksimal kerja enggak mungkin beli laptophp baru sama cara ngatasinnya beli tab juta an,positif,2024-04-26 16:32:06+00:00,997
serta kipk mana deh,positif,2024-04-26 16:08:33+00:00,998
enggak nder aku cuman ngandelin duit kipk,positif,2024-04-26 15:49:48+00:00,999
kak kalau mau tanya dm betul temenku aku kipk,positif,2024-04-26 15:31:40+00:00,1000
ptn teman - teman ipb kipk tanya kurang tau soal,negatif,2024-04-26 15:00:03+00:00,1001
benar enggak erti kipk tuh bisa lifestylenya tinggi memang dapetnya berapa sih aku pernah bea uang lumayan banget habis buat bayar ukt beli kuota ongkos perlu kuliah lain mana sempat tabung buat konser,positif,2024-04-26 14:17:50+00:00,1002
suwe suwe sono sing takon anak kipk beli saham freeport wajar enggak soal butuh banget punya passive income,positif,2024-04-26 13:55:06+00:00,1003
unesa baca ngomong-ngomong aku enggak omong orang tua kalau aku ikut utbk aku takut duluan bagaimana kalo tanggal juni beso aku ketrimaaamiin amp aku enggak kipk aku cuma omong ibu kalo aku ikut tes doang kalo ayah aku cont,negatif,2024-04-26 13:54:04+00:00,1004
enggak kayak kipk terus foya foya,negatif,2024-04-26 13:30:41+00:00,1005
dulu kasus kipk salah sasar terus ulang enggak tindak apa unt baik manipulasi data main ordal lain kalau enggak dillaporin terus,negatif,2024-04-26 13:23:42+00:00,1006
benar enggak energi buat ikut tubir soal kipk kayak salah sasar selalu punya alas buat bela diri,negatif,2024-04-28 23:59:22+00:00,1007
jadi masalah terima kipk enggak tepat sasar kipk luar negeri open table club beli barang barang branded cuman beli kalang tengah atas orang enggak bayar ukt putus kuliah enggak kipk,positif,2024-04-28 23:57:41+00:00,1008
daftar kuliah awal biaya ina inu gtjt sebut akhir daftar kipk lama kuliah uang kipk bantu buat bayarin ukt sisa buat butuh hidup putar sama bikin usaha nambahin tabung tipis pas sih,positif,2024-04-28 23:56:24+00:00,1009
hadehh anak terima kipk,negatif,2024-04-28 23:50:08+00:00,1010
kalau nasib nya baik mundur kipk jangan jaga terus beasiswa,positif,2024-04-28 23:47:23+00:00,1011
right like oke lah memang resek palsu data buat beasiswakipk but some cases menang lomba kerja beasiswa bagai sure kalau nyata clubbing tiap minggu naik pesawat tiap bulan problematik kan enggak semua kayak,positif,2024-04-28 23:43:44+00:00,1012
teman kipk rumah punya mobil hp ip punya mac beberapa bulan lalu jalan jalan sg jurus enggak harus spek tinggi kok bagus mewah,positif,2024-04-28 23:42:54+00:00,1013
kipk beasiswa salah pikir,negatif,2024-04-28 23:25:32+00:00,1014
eaa akhir orang lebih sulit kipk muncul protess,positif,2024-04-28 23:24:48+00:00,1015
ingfokan tips n trick nabung hp ip ala anak kipk dong gue penasaran banget soalny sama tabung gue kepake kuliah orang asih orang tua mau beli sepatu orang tas enggak semester,positif,2024-04-28 23:24:02+00:00,1016
